sample,class,cluster_0,cluster_1,cluster_2
SW_MD_3-18_20250416_raw_swir,MD,26.43918087537353,52.25874494638777,21.302074178238705
SW_MD_3-18_20250417_raw_swir,MD,31.566927468809475,44.69655318249101,23.736519348699513
SW_MD_3-18_20250418_raw_swir,MD,33.48594347118695,45.98168678345756,20.53236974535548
SW_MD_3-19_20250414_raw_swir,MD,25.54383894992995,47.213823955952115,27.242337094117936
SW_MD_3-19_20250415_raw_swir,MD,37.85138166372357,44.76447286784709,17.38414546842934
SW_MD_3-19_20250416_raw_swir,MD,34.760693533708256,49.81214850768907,15.427157958602663
SW_MD_3-19_20250417_raw_swir,MD,37.11494563216416,48.57514543089271,14.309908936943128
SW_MD_3-19_20250418_raw_swir,MD,39.98095238095238,40.264550264550266,19.754497354497357
SW_MD_3-1_20250414_raw_swir,MD,20.903598006417695,55.37482078241278,23.721581211169525
SW_MD_3-1_20250415_raw_swir,MD,30.925562748398967,56.29913743730367,12.775299814297366
SW_MD_3-1_20250416_raw_swir,MD,38.13200822878336,43.6791933474343,18.188798423782345
SW_MD_3-1_20250417_raw_swir,MD,32.47220572010524,46.18857676313333,21.339217516761437
SW_MD_3-1_20250418_raw_swir,MD,27.52548342307562,46.244369941413524,26.230146635510852
SW_MD_3-20_20250414_raw_swir,MD,19.230608666611005,48.79769558320113,31.971695750187862
SW_MD_3-20_20250415_raw_swir,MD,24.829860083696158,44.84085048822759,30.329289428076255
SW_MD_3-20_20250416_raw_swir,MD,18.727765705824666,48.824106301559524,32.44812799261581
SW_MD_3-20_20250417_raw_swir,MD,18.02280358938362,42.30426286733319,39.672933543283186
SW_MD_3-20_20250418_raw_swir,MD,28.38037171796637,49.763988592781985,21.855639689251646
SW_MD_3-2_20250414_raw_swir,MD,29.979046016268214,41.18035275289149,28.840601230840303
SW_MD_3-2_20250415_raw_swir,MD,24.48491810568443,45.210479507892984,30.30460238642259
SW_MD_3-2_20250416_raw_swir,MD,29.968138707765263,42.4459098992294,27.585951393005338
SW_MD_3-2_20250417_raw_swir,MD,25.300253128197763,39.36592284078057,35.33382403102167
SW_MD_3-2_20250418_raw_swir,MD,25.148486396730107,45.71305402988887,29.13845957338102
SW_MD_3-3_20250414_raw_swir,MD,15.021946891635277,48.67540391619712,36.30264919216761
SW_MD_3-3_20250415_raw_swir,MD,24.92906163389204,46.81932163125248,28.251616734855485
SW_MD_3-3_20250416_raw_swir,MD,27.496149467622043,48.585347887229624,23.91850264514833
SW_MD_3-3_20250417_raw_swir,MD,21.081734923103507,44.84908703415702,34.06917804273947
SW_MD_3-3_20250418_raw_swir,MD,16.94259969444704,48.517444579552894,34.53995572600006
SW_MD_3-4_20250414_raw_swir,MD,18.39866203357906,48.78706199460917,32.814275971811774
SW_MD_3-4_20250415_raw_swir,MD,19.73526291071646,49.70691064688386,30.557826442399683
SW_MD_3-4_20250416_raw_swir,MD,18.61482421049208,47.45828861352327,33.926887175984646
SW_MD_3-4_20250417_raw_swir,MD,14.938079324996597,37.138796062480154,47.923124612523246
SW_MD_3-4_20250418_raw_swir,MD,22.850467289719624,51.01899306602351,26.130539644256856
SW_MD_3-5_20250414_raw_swir,MD,33.073661786512396,39.667091330590424,27.25924688289718
SW_MD_3-5_20250415_raw_swir,MD,52.949557623807884,32.933471216821786,14.116971159370332
SW_MD_3-5_20250416_raw_swir,MD,48.94358021824936,27.585115140257933,23.471304641492708
SW_MD_3-5_20250417_raw_swir,MD,41.58968551959791,38.34157776585811,20.068736714543974
SW_MD_3-5_20250418_raw_swir,MD,54.78249504432875,24.251203520160324,20.966301435510925
SW_MD_3-6_20250414_raw_swir,MD,23.675584610595322,45.589554835283565,30.734860554121113
SW_MD_3-6_20250415_raw_swir,MD,30.59897297499906,44.61186701150718,24.789160013493756
SW_MD_3-6_20250416_raw_swir,MD,35.2595425253169,38.407336590892996,26.3331208837901
SW_MD_3-6_20250417_raw_swir,MD,33.56138419047963,41.634023503077785,24.80459230644259
SW_MD_3-6_20250418_raw_swir,MD,45.827688973178,31.45489027363858,22.717420753183422
SW_MD_3-7_20250414_raw_swir,MD,36.39607814865547,37.55677312378343,26.047148727561098
SW_MD_3-7_20250415_raw_swir,MD,40.26793242357056,41.987009337039005,17.74505823939044
SW_MD_3-7_20250416_raw_swir,MD,37.16075504389984,42.058877430318375,20.780367525781784
SW_MD_3-7_20250417_raw_swir,MD,39.45090688571586,35.793961445871695,24.755131668412446
SW_MD_3-7_20250418_raw_swir,MD,48.27376453890251,34.677701793515325,17.048533667582163
